sex,age,unit,geo,Geopolitical entity (reporting),OBS_VALUE
F,Y15-29,PC_POP,AT,Austria,10.9
F,Y15-29,PC_POP,BE,Belgium,14.2
F,Y15-29,PC_POP,BG,Bulgaria,27.0
F,Y15-29,PC_POP,CH,Switzerland,8.0
F,Y15-29,PC_POP,CY,Cyprus,18.5
F,Y15-29,PC_POP,CZ,Czechia,17.4
F,Y15-29,PC_POP,DE,Germany,12.4
F,Y15-29,PC_POP,DK,Denmark,8.7
F,Y15-29,PC_POP,EA20,Euro area – 20 countries (from 2023),17.2
F,Y15-29,PC_POP,EE,Estonia,15.2
F,Y15-29,PC_POP,EL,Greece,26.9
F,Y15-29,PC_POP,ES,Spain,20.9
F,Y15-29,PC_POP,EU27_2020,European Union - 27 countries (from 2020),17.6
F,Y15-29,PC_POP,FI,Finland,11.1
F,Y15-29,PC_POP,FR,France,13.9
F,Y15-29,PC_POP,HR,Croatia,20.9
F,Y15-29,PC_POP,HU,Hungary,17.2
F,Y15-29,PC_POP,IE,Ireland,18.2
F,Y15-29,PC_POP,IS,Iceland,6.5
F,Y15-29,PC_POP,IT,Italy,28.4
F,Y15-29,PC_POP,LT,Lithuania,14.3
F,Y15-29,PC_POP,LU,Luxembourg,5.6
F,Y15-29,PC_POP,LV,Latvia,17.9
F,Y15-29,PC_POP,ME,Montenegro,22.5
F,Y15-29,PC_POP,MK,Macedonia,36.2
F,Y15-29,PC_POP,MT,Malta,14.5
F,Y15-29,PC_POP,NL,Netherlands,9.9
F,Y15-29,PC_POP,NO,Norway,9.8
F,Y15-29,PC_POP,PL,Poland,17.9
F,Y15-29,PC_POP,PT,Portugal,15.2
F,Y15-29,PC_POP,RO,Romania,28.1
F,Y15-29,PC_POP,RS,Serbia,28.0
F,Y15-29,PC_POP,SE,Sweden,7.8
F,Y15-29,PC_POP,SI,Slovenia,12.1
F,Y15-29,PC_POP,SK,Slovakia,19.2
F,Y15-29,PC_POP,TR,Turkey,42.3
M,Y15-29,PC_POP,AT,Austria,8.6
M,Y15-29,PC_POP,BE,Belgium,12.3
M,Y15-29,PC_POP,BG,Bulgaria,21.1
M,Y15-29,PC_POP,CH,Switzerland,7.4
M,Y15-29,PC_POP,CY,Cyprus,20.5
M,Y15-29,PC_POP,CZ,Czechia,7.0
M,Y15-29,PC_POP,DE,Germany,7.4
M,Y15-29,PC_POP,DK,Denmark,7.4
M,Y15-29,PC_POP,EA20,Euro area – 20 countries (from 2023),14.5
M,Y15-29,PC_POP,EE,Estonia,11.2
M,Y15-29,PC_POP,EL,Greece,25.7
M,Y15-29,PC_POP,ES,Spain,20.5
M,Y15-29,PC_POP,EU27_2020,European Union - 27 countries (from 2020),14.4
M,Y15-29,PC_POP,FI,Finland,11.4
M,Y15-29,PC_POP,FR,France,12.9
M,Y15-29,PC_POP,HR,Croatia,22.4
M,Y15-29,PC_POP,HU,Hungary,12.2
M,Y15-29,PC_POP,IE,Ireland,17.3
M,Y15-29,PC_POP,IS,Iceland,7.2
M,Y15-29,PC_POP,IT,Italy,24.3
M,Y15-29,PC_POP,LT,Lithuania,11.5
M,Y15-29,PC_POP,LU,Luxembourg,7.3
M,Y15-29,PC_POP,LV,Latvia,12.6
M,Y15-29,PC_POP,ME,Montenegro,22.5
M,Y15-29,PC_POP,MK,Macedonia,27.8
M,Y15-29,PC_POP,MT,Malta,8.9
M,Y15-29,PC_POP,NL,Netherlands,6.6
M,Y15-29,PC_POP,NO,Norway,7.1
M,Y15-29,PC_POP,PL,Poland,13.7
M,Y15-29,PC_POP,PT,Portugal,13.9
M,Y15-29,PC_POP,RO,Romania,21.7
M,Y15-29,PC_POP,RS,Serbia,24.9
M,Y15-29,PC_POP,SE,Sweden,7.2
M,Y15-29,PC_POP,SI,Slovenia,10.0
M,Y15-29,PC_POP,SK,Slovakia,15.8
M,Y15-29,PC_POP,TR,Turkey,14.6
T,Y15-29,PC_POP,AT,Austria,9.7
T,Y15-29,PC_POP,BE,Belgium,13.3
T,Y15-29,PC_POP,BG,Bulgaria,23.9
T,Y15-29,PC_POP,CH,Switzerland,7.7
T,Y15-29,PC_POP,CY,Cyprus,19.5
