sex,age,unit,geo,Geopolitical entity (reporting),OBS_VALUE
F,Y15-29,PC_POP,AT,Austria,10.0
F,Y15-29,PC_POP,BA,Bosnia,25.9
F,Y15-29,PC_POP,BE,Belgium,9.5
F,Y15-29,PC_POP,BG,Bulgaria,15.2
F,Y15-29,PC_POP,CH,Switzerland,7.9
F,Y15-29,PC_POP,CY,Cyprus,14.8
F,Y15-29,PC_POP,CZ,Czechia,15.5
F,Y15-29,PC_POP,DE,Germany,10.3
F,Y15-29,PC_POP,DK,Denmark,8.9
F,Y15-29,PC_POP,EA20,Euro area – 20 countries (from 2023),12.0
F,Y15-29,PC_POP,EE,Estonia,8.9
F,Y15-29,PC_POP,EL,Greece,17.2
F,Y15-29,PC_POP,ES,Spain,12.3
F,Y15-29,PC_POP,EU27_2020,European Union - 27 countries (from 2020),12.5
F,Y15-29,PC_POP,FI,Finland,9.1
F,Y15-29,PC_POP,FR,France,12.5
F,Y15-29,PC_POP,HR,Croatia,12.7
F,Y15-29,PC_POP,HU,Hungary,13.3
F,Y15-29,PC_POP,IE,Ireland,8.7
F,Y15-29,PC_POP,IS,Iceland,6.3
F,Y15-29,PC_POP,IT,Italy,17.8
F,Y15-29,PC_POP,LT,Lithuania,14.1
F,Y15-29,PC_POP,LU,Luxembourg,10.0
F,Y15-29,PC_POP,LV,Latvia,10.4
F,Y15-29,PC_POP,MT,Malta,8.3
F,Y15-29,PC_POP,NL,Netherlands,5.5
F,Y15-29,PC_POP,NO,Norway,6.2
F,Y15-29,PC_POP,PL,Poland,11.5
F,Y15-29,PC_POP,PT,Portugal,8.9
F,Y15-29,PC_POP,RO,Romania,24.8
F,Y15-29,PC_POP,RS,Serbia,16.6
F,Y15-29,PC_POP,SE,Sweden,5.7
F,Y15-29,PC_POP,SI,Slovenia,9.0
F,Y15-29,PC_POP,SK,Slovakia,12.4
F,Y15-29,PC_POP,TR,Turkey,36.3
M,Y15-29,PC_POP,AT,Austria,8.8
M,Y15-29,PC_POP,BA,Bosnia,18.8
M,Y15-29,PC_POP,BE,Belgium,9.8
M,Y15-29,PC_POP,BG,Bulgaria,12.5
M,Y15-29,PC_POP,CH,Switzerland,7.5
M,Y15-29,PC_POP,CY,Cyprus,13.0
M,Y15-29,PC_POP,CZ,Czechia,4.6
M,Y15-29,PC_POP,DE,Germany,7.4
M,Y15-29,PC_POP,DK,Denmark,8.3
M,Y15-29,PC_POP,EA20,Euro area – 20 countries (from 2023),10.5
M,Y15-29,PC_POP,EE,Estonia,10.2
M,Y15-29,PC_POP,EL,Greece,14.6
M,Y15-29,PC_POP,ES,Spain,12.3
M,Y15-29,PC_POP,EU27_2020,European Union - 27 countries (from 2020),10.1
M,Y15-29,PC_POP,FI,Finland,9.2
M,Y15-29,PC_POP,FR,France,12.2
M,Y15-29,PC_POP,HR,Croatia,11.0
M,Y15-29,PC_POP,HU,Hungary,8.7
M,Y15-29,PC_POP,IE,Ireland,8.3
M,Y15-29,PC_POP,IS,Iceland,5.2
M,Y15-29,PC_POP,IT,Italy,14.4
M,Y15-29,PC_POP,LT,Lithuania,13.0
M,Y15-29,PC_POP,LU,Luxembourg,7.0
M,Y15-29,PC_POP,LV,Latvia,9.6
M,Y15-29,PC_POP,MT,Malta,7.0
M,Y15-29,PC_POP,NL,Netherlands,4.0
M,Y15-29,PC_POP,NO,Norway,6.6
M,Y15-29,PC_POP,PL,Poland,6.9
M,Y15-29,PC_POP,PT,Portugal,9.0
M,Y15-29,PC_POP,RO,Romania,14.1
M,Y15-29,PC_POP,RS,Serbia,14.0
M,Y15-29,PC_POP,SE,Sweden,5.6
M,Y15-29,PC_POP,SI,Slovenia,6.7
M,Y15-29,PC_POP,SK,Slovakia,10.0
M,Y15-29,PC_POP,TR,Turkey,15.6
T,Y15-29,PC_POP,AT,Austria,9.4
T,Y15-29,PC_POP,BA,Bosnia,22.2
T,Y15-29,PC_POP,BE,Belgium,9.6
T,Y15-29,PC_POP,BG,Bulgaria,13.8
T,Y15-29,PC_POP,CH,Switzerland,7.7
T,Y15-29,PC_POP,CY,Cyprus,13.9
T,Y15-29,PC_POP,CZ,Czechia,10.1
T,Y15-29,PC_POP,DE,Germany,8.8
T,Y15-29,PC_POP,DK,Denmark,8.6
T,Y15-29,PC_POP,EA20,Euro area – 20 countries (from 2023),11.3
T,Y15-29,PC_POP,EE,Estonia,9.6
T,Y15-29,PC_POP,EL,Greece,15.9
T,Y15-29,PC_POP,ES,Spain,12.3
T,Y15-29,PC_POP,EU27_2020,European Union - 27 countries (from 2020),11.2
T,Y15-29,PC_POP,FI,Finland,9.2
T,Y15-29,PC_POP,FR,France,12.3
T,Y15-29,PC_POP,HR,Croatia,11.8
T,Y15-29,PC_POP,HU,Hungary,10.9
T,Y15-29,PC_POP,IE,Ireland,8.5
T,Y15-29,PC_POP,IS,Iceland,5.7
T,Y15-29,PC_POP,IT,Italy,16.1
T,Y15-29,PC_POP,LT,Lithuania,13.5
T,Y15-29,PC_POP,LU,Luxembourg,8.5
T,Y15-29,PC_POP,LV,Latvia,10.0
T,Y15-29,PC_POP,MT,Malta,7.6
T,Y15-29,PC_POP,NL,Netherlands,4.7
T,Y15-29,PC_POP,NO,Norway,6.4
T,Y15-29,PC_POP,PL,Poland,9.1
T,Y15-29,PC_POP,PT,Portugal,8.9
T,Y15-29,PC_POP,RO,Romania,19.3
T,Y15-29,PC_POP,RS,Serbia,15.2
T,Y15-29,PC_POP,SE,Sweden,5.7
T,Y15-29,PC_POP,SI,Slovenia,7.8
T,Y15-29,PC_POP,SK,Slovakia,11.2
T,Y15-29,PC_POP,TR,Turkey,25.8
